,name,categories,type,unit,database,"REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_replicated_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_replicated_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_replicated_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_replicated_2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_unlinked_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_unlinked_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_unlinked_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_unlinked_2_2"
202,"Ethane, hexafluoro-, HFC-116","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.2812606109964349e-08,1.3337961679814796e-08,1.404018535769004e-08,3.686843936338446e-11,4.350173994745238e-09,1.2506411755500977e-08,1.2812606109964349e-08,1.3337961679814796e-08,1.404018535769004e-08,1.6036241401081574e-10,4.350173994745239e-09,1.2506411755500974e-08,1.2812606109964349e-08,1.3337961679814796e-08,1.404018535769004e-08,1.6036241401081574e-10,4.350173994745238e-09,1.2506411755500965e-08
203,Ethanol,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.534905789426727e-06,6.811797821075534e-06,7.187254848893425e-06,5.120688346367382e-07,2.4223116323384053e-06,9.245875462817134e-06,6.534905789426727e-06,6.811797821075534e-06,7.187254848893425e-06,1.2416292768349462e-06,2.4223116323384053e-06,9.245875462817134e-06,6.534905789426725e-06,6.8117978210755335e-06,7.187254848893424e-06,1.2416292768349462e-06,2.4223116323384053e-06,9.245875462817131e-06
204,Ethene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.1813024796225324e-05,2.788878429705694e-05,3.570144146357954e-05,5.385337850087149e-07,9.608104408566054e-06,2.8815347023328206e-05,2.1813024796225324e-05,2.788878429705694e-05,3.570144146357954e-05,1.616446319856458e-06,9.608104408566054e-06,2.8815347023328206e-05,2.181302479622529e-05,2.7888784297056975e-05,3.570144146357954e-05,1.616446319856458e-06,9.60810440856605e-06,2.8815347023328206e-05
205,"Ethene, chloro-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,9.720773793845142e-08,1.8311441545308439e-07,2.905226024740137e-07,6.008720712163898e-09,6.199283906707309e-08,1.9664171673517242e-07,9.720773793845142e-08,1.8311441545308439e-07,2.905226024740137e-07,2.124207226912326e-08,6.199283906707309e-08,1.9664171673517245e-07,9.720773793845142e-08,1.8311441545308439e-07,2.905226024740137e-07,2.124207226912326e-08,6.199283906707309e-08,1.9664171673517232e-07
206,"Ethene, tetrachloro-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.0623945056221655e-12,2.15039162461767e-12,2.269849917320618e-12,6.673122191660514e-14,9.26636589348635e-13,2.266617891556384e-12,2.0623945056221655e-12,2.15039162461767e-12,2.269849917320618e-12,2.2976047748758867e-13,9.266365893486352e-13,2.266617891556384e-12,2.0623945056221655e-12,2.15039162461767e-12,2.269849917320618e-12,2.2976047748758867e-13,9.26636589348635e-13,2.2666178915563825e-12
207,Ethephon,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Ethofumesate,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Ethoprop,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Ethyl acetate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,7.005263004494315e-06,7.292459026734177e-06,7.67632110346456e-06,1.9397911559686126e-08,2.375404374711611e-06,6.834667559220839e-06,7.005263004494315e-06,7.292459026734177e-06,7.67632110346456e-06,8.512812843329751e-08,2.375404374711611e-06,6.834667559220837e-06,7.005263004494315e-06,7.292459026734177e-06,7.67632110346456e-06,8.512812843329751e-08,2.375404374711611e-06,6.834667559220834e-06
211,Ethyl cellulose,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.4173131654298393e-08,1.475416072386715e-08,1.553074116316532e-08,3.879695074172486e-11,4.80470620060812e-09,1.382614059989446e-08,1.4173131654298393e-08,1.475416072386715e-08,1.553074116316532e-08,1.7072710848291445e-10,4.80470620060812e-09,1.382614059989446e-08,1.4173131654298393e-08,1.475416072386715e-08,1.553074116316532e-08,1.7072710848291445e-10,4.80470620060812e-09,1.3826140599894454e-08
212,Ethylamine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.33944331934202e-11,3.544557111358259e-11,3.829396309236767e-11,3.6436916931650504e-13,1.0406032289504983e-11,4.3581197936496795e-11,3.33944331934202e-11,3.544557111358259e-11,3.829396309236767e-11,2.0638439427387667e-12,1.0406032289504983e-11,4.358119793649678e-11,3.3394433193420186e-11,3.544557111358259e-11,3.829396309236767e-11,2.0638439427387667e-12,1.0406032289504983e-11,4.358119793649677e-11
213,Ethylene diamine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,7.544237821834061e-11,9.208173073700462e-11,1.1622792381978132e-10,7.053891052393755e-12,6.29959343715661e-11,1.4215866145015903e-10,7.544237821834061e-11,9.208173073700462e-11,1.1622792381978132e-10,4.244999893965495e-11,6.29959343715661e-11,1.4215866145015903e-10,7.54423782183406e-11,9.208173073700462e-11,1.1622792381978132e-10,4.244999893965495e-11,6.29959343715661e-11,1.4215866145015898e-10
214,Ethylene glycol monoethyl ether,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Ethylene oxide,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.8638392546981067e-06,2.9544091226189624e-06,3.067330026844743e-06,1.2184190772447117e-09,1.4149476563048167e-06,2.660513933020147e-06,2.8638392546981067e-06,2.9544091226189624e-06,3.067330026844743e-06,4.813578509439237e-09,1.4149476563048167e-06,2.660513933020147e-06,2.863839254698104e-06,2.954409122618966e-06,3.067330026844743e-06,4.813578509439237e-09,1.4149476563048159e-06,2.6605139330201473e-06
216,Ethyne,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.9181572407491426e-06,2.000335332551086e-06,2.1113404356093282e-06,5.140167430598315e-08,9.84147571213695e-07,2.21051847231727e-06,1.9181572407491426e-06,2.000335332551086e-06,2.1113404356093282e-06,1.624365728332064e-07,9.84147571213695e-07,2.21051847231727e-06,1.9181572407491426e-06,2.0003353325510855e-06,2.1113404356093287e-06,1.624365728332064e-07,9.841475712136949e-07,2.2105184723172693e-06
217,Etridiazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"Europium, 0.06% in bastnasite, 0.006% in crude ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.0030703594836786197,0.0038718577950541534,0.005037883611465345,-3.5642838108330093e-25,1.783349345162867e-23,0.0034734355237135686,0.0030703594836786197,0.0038718577950541534,0.005037883611465345,1.1000660352401851e-24,1.7833493477947796e-23,0.0034734355237135686,0.0030703594836786197,0.003871857795054153,0.005037883611465345,1.1000660352401851e-24,1.4821242028625598e-23,0.003473435523713567
219,"Feldspar, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.769067465063699e-09,1.848549779440225e-09,1.9560360967950054e-09,1.184080810244753e-10,9.253228111460894e-10,2.245545850594566e-09,1.769067465063699e-09,1.848549779440225e-09,1.9560360967950054e-09,3.7841063767947905e-10,9.253228111460894e-10,2.245545850594566e-09,1.7690674650636993e-09,1.848549779440225e-09,1.9560360967950054e-09,3.7841063767947905e-10,9.253228111460894e-10,2.2455458505945653e-09
220,Fenbuconazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Fenoxaprop,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Fenoxaprop ethyl ester,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Fenoxaprop-P ethyl ester,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Fenpiclonil,"('soil', 'agricultural')",emission,kilogram,biosphere3,9.201511736410644e-09,1.0170702157598646e-08,1.1551570175775745e-08,3.064502572155193e-10,2.5498652832738238e-09,1.1478284041945933e-08,9.201511736410644e-09,1.0170702157598646e-08,1.1551570175775745e-08,1.8436419060838981e-09,2.5498652832738234e-09,1.1478284041945932e-08,9.201511736410641e-09,1.0170702157598649e-08,1.1551570175775745e-08,1.8436419060838981e-09,2.549865283273824e-09,1.1478284041945927e-08
225,Fenpropathrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Fenpropidin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Fenpropimorph,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Fentin hydroxide,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Fipronil,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Florasulam,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Fluazifop-P-butyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Flucarbazone sodium salt,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Fludioxonil,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Flufenacet,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Flumetsulam,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Flumioxazin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Fluometuron,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Fluoride,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Fluorine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.17820747561099e-08,5.415377480770701e-08,5.7361178417727305e-08,4.813126304552498e-08,1.1651132453249151e-07,6.784923306380572e-08,5.17820747561099e-08,5.415377480770701e-08,5.7361178417727305e-08,5.198849522919918e-08,1.1651132453249151e-07,6.784923306380572e-08,5.1782074756109966e-08,5.415377480770705e-08,5.7361178417727305e-08,5.198849522919918e-08,1.1651132453249151e-07,6.784923306380573e-08
240,"Fluorine, 4.5% in apatite, 1% in crude ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,2.0124080935727317e-05,2.1580381970966982e-05,2.363363674088375e-05,1.306331697376217e-05,3.898026184674283e-05,5.3116171856699815e-05,2.0124080935727317e-05,2.1580381970966982e-05,2.363363674088375e-05,3.336371471009259e-05,3.898026184674283e-05,5.3116171856699815e-05,2.0124080935727317e-05,2.1580381970966982e-05,2.363363674088375e-05,3.336371471009259e-05,3.898026184674283e-05,5.3116171856699815e-05
241,"Fluorine, 4.5% in apatite, 3% in crude ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4.0097499008142424e-05,4.2069129903911494e-05,4.476981582171658e-05,5.738194657573488e-06,1.7176113639555193e-05,5.260985439698307e-05,4.0097499008142424e-05,4.2069129903911494e-05,4.476981582171658e-05,1.4656394287164179e-05,1.7176113639555193e-05,5.2609854396983065e-05,4.009749900814248e-05,4.206912990391152e-05,4.476981582171658e-05,1.4656394287164179e-05,1.7176113639555193e-05,5.260985439698301e-05
242,"Fluorspar, 92%, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.0005455198462824104,0.0005864540886652225,0.0006442844780709472,0.00011653988153261052,0.0013424132631003022,0.001752147712453551,0.0005455198462824104,0.0005864540886652225,0.0006442844780709472,0.000705442960316202,0.0013424132631003022,0.001752147712453551,0.0005455198462824104,0.0005864540886652225,0.0006442844780709472,0.000705442960316202,0.0013424132631003017,0.001752147712453551
243,Fluosilicic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.567211192102984e-07,1.705302412823053e-07,1.900725622798311e-07,1.3161793150104417e-08,5.116960674824237e-06,6.319254277984104e-06,1.567211192102984e-07,1.705302412823053e-07,1.900725622798311e-07,5.290906826607507e-08,5.116960674824239e-06,6.319254277984106e-06,1.5672111921029843e-07,1.705302412823053e-07,1.9007256227983113e-07,5.290906826607507e-08,5.116960674824238e-06,6.319254277984101e-06
244,Flupyrsulfuron-methyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Fluquinconazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Fluroxypyr,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Flurtamone,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Flusilazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Flutolanil,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Fomesafen,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Foramsulfuron,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Formaldehyde,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.3593459493038433e-05,1.4242210532189855e-05,1.511310264874656e-05,1.553042492314281e-06,6.315788122329344e-06,2.3174305694279913e-05,1.3593459493038433e-05,1.4242210532189855e-05,1.511310264874656e-05,2.950022608173238e-06,6.315788122329344e-06,2.3174305694279913e-05,1.3593459493038433e-05,1.4242210532189853e-05,1.511310264874656e-05,2.950022608173238e-06,6.315788122329342e-06,2.3174305694279906e-05
253,Formamide,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.787725405244447e-11,1.9638437609525498e-11,2.2141562576118308e-11,5.318387888549488e-13,4.4226013728531256e-12,2.170025967865444e-11,1.787725405244447e-11,1.9638437609525498e-11,2.2141562576118308e-11,3.195392719146232e-12,4.4226013728531256e-12,2.1700259678654434e-11,1.7877254052444464e-11,1.96384376095255e-11,2.2141562576118308e-11,3.195392719146232e-12,4.422601372853126e-12,2.1700259678654428e-11
254,Formic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,8.775926881862608e-09,9.13599445825893e-09,9.617289291115532e-09,2.4145240431778832e-11,2.974506473618607e-09,8.562234484902918e-09,8.775926881862608e-09,9.13599445825893e-09,9.617289291115532e-09,1.0651865955619461e-10,2.974506473618607e-09,8.562234484902918e-09,8.775926881862608e-09,9.13599445825893e-09,9.617289291115532e-09,1.0651865955619461e-10,2.974506473618607e-09,8.562234484902914e-09
255,"Gadolinium, 0.15% in bastnasite, 0.015% in crude ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.007770196975036775,0.009798558731258782,0.012749434783283114,-8.895478314902878e-25,4.450752597079246e-23,0.008790266528337719,0.007770196975036775,0.009798558731258782,0.012749434783283114,2.7454641888220607e-24,4.4507526036477815e-23,0.008790266528337719,0.007770196975036775,0.009798558731258782,0.012749434783283114,2.7454641888220607e-24,3.6989769631939977e-23,0.008790266528337714
256,"Gallium, 0.014% in bauxite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.3589394708504069e-11,1.417806003242754e-11,1.498173274000874e-11,5.964861359141422e-13,6.689160748542024e-12,1.5588694877383322e-11,1.3589394708504069e-11,1.417806003242754e-11,1.498173274000874e-11,2.039745119116525e-12,6.689160748542024e-12,1.5588694877383322e-11,1.3589394708504069e-11,1.417806003242754e-11,1.498173274000874e-11,2.039745119116525e-12,6.689160748542024e-12,1.558869487738332e-11
257,"Gas, mine, off-gas, process, coal mining","('natural resource', 'in ground')",natural resource,cubic meter,biosphere3,0.010496030812457301,0.010921844624750257,0.011502253739582413,0.010081685714491263,0.024778316735668666,0.06351175062247913,0.010496030812457301,0.010921844624750257,0.011502253739582413,0.010848393477554515,0.024778316735668666,0.06351175062247913,0.010496030812457301,0.010921844624750255,0.011502253739582413,0.010848393477554515,0.024778316735668666,0.06351175062247913
258,"Gas, natural, in ground","('natural resource', 'in ground')",natural resource,cubic meter,biosphere3,0.822947250091561,0.9007132118507091,1.0038545312660139,0.45938222778299265,1.1970480693095984,0.9728573788216405,0.822947250091561,0.9007132118507091,1.0038545312660139,0.5340564112441444,1.1970480693095984,0.9728573788216406,0.8229472500915608,0.9007132118507094,1.0038545312660139,0.5340564112441444,1.1970480693095984,0.9728573788216406
259,Glufosinate,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Glyphosate,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.903191478047776e-06,5.111741991950366e-06,5.393341203693985e-06,7.69871272401116e-10,1.063022685459473e-08,4.592493192819596e-06,4.903191478047776e-06,5.111741991950366e-06,5.393341203693985e-06,2.5047660316488374e-09,1.063022685459473e-08,4.592493192819596e-06,4.903191478047792e-06,5.111741991950373e-06,5.393341203693985e-06,2.5047660316488366e-09,1.0630226854594833e-08,4.5924931928195835e-06
261,"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.3883151139851646e-08,1.4452292747697474e-08,1.521298504816654e-08,3.8008855514254275e-11,4.706423683539486e-09,1.3543283184336392e-08,1.3883151139851646e-08,1.4452292747697474e-08,1.521298504816654e-08,1.6725312750913778e-10,4.706423683539486e-09,1.3543283184336392e-08,1.3883151139851604e-08,1.4452292747697474e-08,1.521298504816654e-08,1.6725312750913778e-10,4.706423683539486e-09,1.3543283184336232e-08
262,"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,2.5458687354027928e-08,2.6502369593349296e-08,2.789731424819263e-08,6.970000265325248e-11,8.630560040001253e-09,2.4835443276185107e-08,2.5458687354027928e-08,2.6502369593349296e-08,2.789731424819263e-08,3.0670597229062153e-10,8.630560040001253e-09,2.4835443276185107e-08,2.5458687354027855e-08,2.6502369593349296e-08,2.789731424819263e-08,3.0670597229062153e-10,8.630560040001253e-09,2.4835443276184806e-08
263,"Gold, Au 1.4E-4%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,3.0482607657937176e-08,3.173224617119864e-08,3.340246388578408e-08,8.345433637028879e-11,1.0333681861214604e-08,2.9736374972716357e-08,3.0482607657937176e-08,3.173224617119864e-08,3.340246388578408e-08,3.672301646618958e-10,1.0333681861214604e-08,2.9736374972716357e-08,3.048260765793709e-08,3.173224617119864e-08,3.340246388578408e-08,3.672301646618958e-10,1.0333681861214604e-08,2.9736374972716006e-08
264,"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4.655896731320135e-08,4.8467658302977476e-08,5.101873965021544e-08,1.2746764788040177e-10,1.57836086555448e-08,4.541917547383802e-08,4.655896731320135e-08,4.8467658302977476e-08,5.101873965021544e-08,5.609051678662909e-10,1.57836086555448e-08,4.541917547383802e-08,4.655896731320122e-08,4.8467658302977476e-08,5.101873965021544e-08,5.609051678662909e-10,1.57836086555448e-08,4.541917547383748e-08
265,"Gold, Au 4.3E-4%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.1539198671859268e-08,1.2012249640496407e-08,1.264451096998317e-08,3.159165757194483e-11,3.911817815973081e-09,1.1256712098309754e-08,1.1539198671859268e-08,1.2012249640496407e-08,1.264451096998317e-08,1.3901506208826943e-10,3.911817815973081e-09,1.1256712098309754e-08,1.1539198671859233e-08,1.2012249640496407e-08,1.264451096998317e-08,1.3901506208826943e-10,3.911817815973081e-09,1.125671209830962e-08
266,"Gold, Au 4.9E-5%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,2.763785359525175e-08,2.8770871039281664e-08,3.028521761664157e-08,7.566603161810545e-11,9.369302871285945e-09,2.6961262138625015e-08,2.763785359525175e-08,2.8770871039281664e-08,3.028521761664157e-08,3.329587558340295e-10,9.369302871285945e-09,2.6961262138625015e-08,2.763785359525167e-08,2.8770871039281664e-08,3.028521761664157e-08,3.329587558340295e-10,9.369302871285945e-09,2.6961262138624694e-08
267,"Gold, Au 6.7E-4%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4.2787886002005525e-08,4.454198101767573e-08,4.688643546307855e-08,1.1714330744917965e-10,1.4505202492816773e-08,4.174041254120744e-08,4.2787886002005525e-08,4.454198101767573e-08,4.688643546307855e-08,5.154742143556119e-10,1.4505202492816773e-08,4.174041254120744e-08,4.278788600200539e-08,4.454198101767573e-08,4.688643546307855e-08,5.154742143556119e-10,1.4505202492816773e-08,4.1740412541206945e-08
268,"Gold, Au 7.1E-4%, in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4.8247776180169524e-08,5.022570011398722e-08,5.286931549314878e-08,1.320912431877146e-10,1.6356119287259322e-08,4.706664135835083e-08,4.8247776180169524e-08,5.022570011398722e-08,5.286931549314878e-08,5.812506871860052e-10,1.6356119287259322e-08,4.706664135835083e-08,4.8247776180169385e-08,5.022570011398722e-08,5.286931549314878e-08,5.812506871860052e-10,1.6356119287259322e-08,4.706664135835027e-08
269,"Granite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.572118960065439e-11,1.7773005128510282e-11,2.071335681715116e-11,1.1314310175471267e-12,9.800098802430449e-12,2.2396611362904e-11,1.572118960065439e-11,1.7773005128510282e-11,2.071335681715116e-11,5.893271833271727e-12,9.800098802430449e-12,2.2396611362904055e-11,1.572118960065439e-11,1.7773005128510308e-11,2.071335681715116e-11,5.893271833271727e-12,9.80009880243049e-12,2.2396611362904087e-11
270,"Gravel, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,2.2367709448372537,2.3263029216151248,2.448202464809121,0.4854207046060667,4.324678185802217,6.362771316680888,2.2367709448372537,2.3263029216151248,2.448202464809121,3.837145210955758,4.324678185802217,6.362771316680888,2.2367709448372537,2.3263029216151243,2.448202464809121,3.837145210955758,4.324678185802217,6.362771316680887
