,name,categories,type,unit,database,"Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_1","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_1","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_1","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_3","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_3","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_3","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_4","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_4","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_4","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_5","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_5","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_5","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_6","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_6","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_6","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_6","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_5","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_5","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_5"
925,Lead,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,1.8306969606076638e-16,4.647252986552045e-15,1.3404005830516208e-14,2.980706733836729e-16,7.02183381741327e-16,1.0945335674188761e-15,1.3852117935374454e-18,3.0056267334101655e-18,1.425099462996922e-17,5.0382887950266055e-17,1.2021500034682674e-16,1.0950270395894808e-13,1.4483235320096884e-17,4.0673586617054747e-17,4.213196758022278e-15,1.4184544596916025e-17,4.0119090176569796e-17,4.273297452119076e-15,3.2387171003522705e-14,1.4496809733136772e-13,3.0178711373636317e-12,1.3703959379709123e-14,1.4280887779339355e-14,1.505464442073725e-14,3.156412837051789e-12,3.2971980003683763e-12,3.4880947717128156e-12,4.5482795039233e-15,4.743945241318094e-15,5.0084391325828615e-15
926,Lead,"('air',)",emission,kilogram,biosphere3,2.974744371300571e-06,3.1411921424495904e-06,4.179476160128981e-06,3.0489763161010155e-06,3.4621882007357837e-06,4.879019938658953e-06,3.033797082365604e-06,3.4404656710721516e-06,4.835409587509307e-06,3.02643843502255e-06,3.3542411517142392e-06,4.625740965025915e-06,3.031166183055975e-06,3.362854090487019e-06,4.624048737433689e-06,3.0359346585892564e-06,3.3593212302686622e-06,4.627667700887032e-06,3.110335333333402e-06,3.596262347436441e-06,5.303103928207942e-06,4.595238602562605e-07,4.859007987809728e-07,5.22700323126108e-07,1.4097173141920382e-06,1.507197220610865e-06,1.6447638479015342e-06,8.528509320474641e-07,8.953517016709964e-07,9.539448508234737e-07
927,Lead-210,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.00044376455125265694,0.0010075527847933604,0.0003911840106657936,0.0004297345022189485,0.0009639266132849466,0.0005325512944938252,0.0004989871190669616,0.0011171785071852319,0.0072625608379429845,0.0005006842275094578,0.0011289975550168084,0.007289966000464024,0.0005521050072502481,0.0012417185904391983,0.00720206226245888,0.0004575568429278099,0.0010305404191731633,0.0074365561324723755,0.0002999855786107214,0.0006522292109303754,0.007417100630950435,0.0003137914995003048,0.00032757547429500993,0.0003464126881964898,0.0009525082642698633,0.000992578568727892,0.0010467854521183182,0.000983962921330506,0.0010257698377911049,0.0010826184460039107
928,Lead-210,"('air',)",emission,kilo Becquerel,biosphere3,3.657469879686949e-13,8.627289609278404e-13,3.5310357072673166e-05,2.0423388628892186e-07,5.979885895771792e-07,5.702747246955443e-06,7.442087134894955e-07,1.7781038438410862e-06,6.091921500387742e-06,2.0357984194290295e-07,6.129577522780224e-07,5.937679127428038e-06,2.0755725084159647e-07,5.965898405135887e-07,5.849154843956155e-06,3.1832273032713155e-07,6.031277548354404e-07,1.431730399899777e-05,3.874237478007028e-07,6.586463757393704e-07,1.4432694232747712e-05,5.232067926371595e-06,5.429795715724589e-06,5.6967278689681696e-06,2.473581312067846e-06,2.601240214106671e-06,2.7750194117833063e-06,2.408299684159787e-06,2.5195723426323476e-06,2.6697423376200397e-06
929,Magnesium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.362899576976205e-05,8.372364355276189e-05,8.393549049223641e-05,0.00010031064239030159,0.00010074301870827749,0.00010124962550285937,8.779669775557719e-05,8.820425034300776e-05,9.720155587052877e-05,8.780939902258766e-05,8.827710986598271e-05,9.725719676153054e-05,8.776437685166318e-05,8.818289999707386e-05,9.712925249055221e-05,8.776119065061716e-05,8.816125894397753e-05,9.756470849777734e-05,0.00010626536000906729,0.00010661153012897163,0.00011597107349210334,2.5914283751108724e-07,2.7480044186343115e-07,2.9650787532713357e-07,1.3543427023366247e-06,1.4182042212237103e-06,1.5049301877851596e-06,1.4591325231428888e-06,1.5296299726332344e-06,1.6259185006177735e-06
930,Magnesium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.440196321177702e-06,5.695062496679762e-06,3.7722684486438375e-06,1.738922316970506e-06,4.049496298953087e-06,2.605763586790804e-06,1.4087245424650868e-06,3.227798057739311e-06,1.4519470123382688e-06,1.4018806250195089e-06,3.1959073135123524e-06,1.3836422901956416e-06,5.003778053498853e-07,1.2899807432882661e-06,1.4966882333418275e-06,1.6797553839340597e-06,3.8138930081647497e-06,1.5458816829255331e-06,1.8389461558669485e-06,4.113292373573795e-06,1.4669947888822007e-06,2.782034950097642e-06,2.9029131732956785e-06,3.068003322672156e-06,9.94711541640159e-07,1.0350920303715937e-06,1.0896141400551945e-06,1.1004032657021088e-06,1.1469641821852394e-06,1.2102324360919317e-06
931,Magnesium,"('air',)",emission,kilogram,biosphere3,5.148325192863746e-13,2.777561098501405e-12,7.269032889681754e-12,4.051790661816668e-09,9.772406830843087e-09,1.528583722016611e-08,1.7260798524994158e-09,5.066671942016976e-09,7.997088065422234e-09,1.8845723991835766e-09,5.632369417503101e-09,9.322295848723209e-09,1.357103251180189e-09,4.3891806840059775e-09,6.921640264737382e-09,1.0533131573214808e-09,2.6038579168551577e-09,4.430167556244838e-09,1.335957800253245e-09,2.957954384581172e-09,4.9210958829557506e-09,6.829968576004643e-12,7.15700079364511e-12,7.600673147728795e-12,2.437712596162809e-09,2.7337404662530463e-09,3.1222595072335974e-09,2.291376044913046e-09,2.565640470056718e-09,2.9252214068571424e-09
932,Manganese,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.0918776338228603e-07,5.196692400968419e-07,7.196086827963989e-07,4.774676723161253e-07,1.0761881111238857e-06,1.238872600395938e-06,4.806782804251188e-07,1.099449545177158e-06,4.564766032513328e-06,5.078968328424921e-07,1.1664406367474183e-06,4.700219868206017e-06,5.550717824867445e-07,1.3038043805625401e-06,4.756290593358527e-06,4.7515986606948933e-07,1.1218921284838562e-06,4.89220055510357e-06,4.793674862283337e-07,1.0804382726743098e-06,5.3469477562724266e-06,5.670261402175805e-07,5.940541147964185e-07,6.308562952246522e-07,1.6191271042156698e-06,1.6977476213796206e-06,1.8045874945089023e-06,1.3155544210171252e-06,1.3784412344088042e-06,1.4640949758895692e-06
933,Manganese,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,5.502141159094407e-07,1.2841195382204211e-06,8.505690019502261e-07,3.9209124044065985e-07,9.130781815387195e-07,5.875461296169512e-07,3.1763842921781997e-07,7.278021174378145e-07,3.273842077741253e-07,3.160952665046085e-07,7.206114101010962e-07,3.119828968749642e-07,1.128249102757037e-07,2.9086414317902787e-07,3.374724334934835e-07,3.7468180004875086e-07,8.506610542558126e-07,3.3050739147751967e-07,4.0975609598020003e-07,9.173971727503531e-07,3.1200468406639763e-07,6.272917001182787e-07,6.545472549765813e-07,6.917716904797338e-07,2.1183436703450775e-07,2.2023365816761894e-07,2.315722686187327e-07,2.3560962768983359e-07,2.4538274780322615e-07,2.5866899065798786e-07
934,Manganese,"('air',)",emission,kilogram,biosphere3,1.8532936853856662e-07,2.2833335695441434e-07,3.756403917877541e-07,2.1471469973092145e-07,3.5928464676445797e-07,6.613770228488922e-07,2.1042165879286853e-07,3.535891518838793e-07,6.490376208767398e-07,2.0722497343216962e-07,3.1870984647062416e-07,5.652661129687878e-07,2.0885247025350175e-07,3.2138793269742486e-07,5.645484242208929e-07,2.0969738676828247e-07,3.1795877278733053e-07,5.652188724475241e-07,2.463368491752749e-07,4.126463532898092e-07,7.753253253040708e-07,1.0741392637558792e-07,1.1371406347196944e-07,1.2251401795071864e-07,4.429598046435492e-07,4.722988454092344e-07,5.135245967748455e-07,2.7936504200349804e-07,2.930551887773682e-07,3.1188815047233573e-07
935,Manganese-54,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1.3930695644188444e-10,3.078976555274585e-10,7.546432791220579e-10,3.8332869887926783e-10,1.0462436410755523e-09,2.0885783174116412e-09,1.2575566026255398e-08,2.7413136684255773e-08,2.7388444589909878e-09,1.256185687138713e-08,2.7366327332126942e-08,2.6413211944727073e-09,2.07129300050182e-10,6.274272336635996e-10,1.3207868434441316e-09,1.3486302101433317e-08,2.9397882240596365e-08,2.8544117532666016e-09,1.579222699924497e-08,3.430505462225693e-08,2.9540135711367126e-09,6.101540526853015e-10,6.360943605982907e-10,6.714705781567442e-10,1.8467173587015256e-09,1.9223666872471477e-09,2.0246837244779506e-09,1.9108756302996165e-09,1.9935792005491878e-09,2.106248123756818e-09
936,Mercury,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.001066502520794e-08,1.894373137472579e-07,1.3587896137455367e-07,7.963088755240919e-08,1.871633910392266e-07,1.2949544097669052e-07,8.864194755632677e-08,2.0749357257543456e-07,3.917027963500333e-07,8.871900269272127e-08,2.0741624864186617e-07,3.9142384881567915e-07,1.0302833905028266e-07,2.396123186097504e-07,3.912684962419187e-07,7.772240169541521e-08,1.8385155070631826e-07,4.00325652273076e-07,3.652768308392098e-08,8.879923590703469e-08,3.857974604638348e-07,1.1727767581144103e-07,1.2860156322691468e-07,1.4474799470488861e-07,1.1914960069986662e-07,1.3039535677986193e-07,1.463823179626851e-07,1.322517202444853e-07,1.441671026679749e-07,1.610927292014452e-07
937,Mercury,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,1.684738236809729e-09,3.931933443326746e-09,2.6044154091898142e-09,1.2005709834202067e-09,2.7958165275956953e-09,1.7990476753479107e-09,9.725988290620933e-10,2.2285070762755114e-09,1.0024400949177197e-09,9.67873713616799e-10,2.2064893577235873e-09,9.552817678117628e-10,3.4546630863717046e-10,8.906168116015499e-10,1.0333299231608286e-09,1.1513852961091968e-09,2.611830035214241e-09,1.027432431296568e-09,1.2595772680782844e-09,2.8170658677880356e-09,9.716920745271096e-10,1.9207473631801755e-09,2.0042030110509013e-09,2.1181830565232116e-09,6.562830193578069e-10,6.826865533221026e-10,7.183365922571829e-10,7.291143734786105e-10,7.597502477684769e-10,8.013963815908989e-10
938,Mercury,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,6.407277350723833e-19,1.6264974598401044e-17,4.691283542311395e-17,1.043248835253998e-18,2.4576453221457134e-18,3.830872924966053e-18,4.848254952844298e-21,1.0519729923037473e-20,4.9878590902414196e-20,1.7634035962701288e-19,4.2075310371965694e-19,3.8326000467830074e-16,5.0691398800265615e-20,1.4235776431141035e-19,1.4746209478900636e-17,4.964598048023051e-20,1.4041702433164015e-19,1.4956562204186935e-17,1.13355114337498e-19,5.073884138784212e-19,1.0562550557333694e-17,4.79626463468258e-17,4.9981844741376563e-17,5.2689924580968113e-17,1.1047446581064883e-17,1.1540194726279096e-17,1.2208333525790798e-17,1.5919000735451543e-17,1.6603831783308427e-17,1.7529561709865094e-17
939,Mercury,"('air',)",emission,kilogram,biosphere3,8.741962158975049e-08,1.2006189864669333e-07,2.425539246299907e-07,8.717508444342741e-08,1.1364137252301518e-07,2.0358492050900537e-07,8.523455723071946e-08,1.1065132710111618e-07,1.9748574460129336e-07,8.543179644181676e-08,1.1091963887349465e-07,1.9779186967703627e-07,8.548185856236321e-08,1.1221941410494157e-07,2.004579409688855e-07,8.649364848611987e-08,1.1388267539239591e-07,2.008512677453615e-07,8.81062296645969e-08,1.160381698493301e-07,2.1128860687449133e-07,1.2552898340049195e-07,1.3266403333322458e-07,1.4261129237242324e-07,9.746948019391733e-08,1.0286951404898446e-07,1.103754316721057e-07,9.088128851900212e-08,9.55722306551515e-08,1.0206194367536548e-07
940,"Methane, non-fossil","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.4195114078366456e-05,6.726867907008263e-05,0.0006204565746744639,0.0004417664795504343,0.0009937607767596757,0.0009737258266336386,0.0005080666248456223,0.001164835368046365,0.0004970010396440344,0.0008947085976966643,0.001986136791687843,0.0006633174156334377,8.773173118168755e-05,0.00020703541255111046,0.0003699518265587485,0.00015111621699408497,0.00040114673366677166,0.0007228173600656837,0.0001767736311777869,0.0004192765963287569,0.0007543696928027752,0.0001236378754635002,0.00012864174241228524,0.0001354315190288067,0.0005526936552689009,0.0005793213626798593,0.00061538057827102,0.0005585534265061451,0.0005859429856653566,0.0006231034180341652
941,"Methane, non-fossil","('air',)",emission,kilogram,biosphere3,1.1620750763107898e-05,3.761057889609662e-05,8.460845611254954e-05,9.346106801143719e-09,2.652682986514327e-08,4.231708056015588e-08,8.81626822128633e-09,2.672878060000397e-08,4.460687582962111e-08,7.313435627766045e-09,2.019355774505042e-08,3.122354085806407e-08,7.243696240911855e-09,1.9815289433418373e-08,3.0645827101407264e-08,1.7073507418477138e-10,2.4881283824742786e-10,4.119259837712258e-10,5.441530134043401e-09,1.4646911831808698e-08,3.640760790588423e-08,7.387348570464155e-05,7.707412516207488e-05,8.144383264287828e-05,1.9061920643320742e-08,3.041294491339433e-08,4.4649600780209834e-08,1.4897070716010353e-10,1.5857829987452834e-10,1.7198186024931898e-10
942,"Methane, bromo-, Halon 1001","('air',)",emission,kilogram,biosphere3,4.010274478981009e-18,2.1635739802134058e-17,5.66219423330369e-17,2.5027884051107604e-14,5.0763863834550014e-14,8.235730408447992e-14,9.947251564812139e-15,1.9034641886089778e-14,3.305705143435826e-14,1.0884759679198397e-14,2.2198188867927478e-14,4.104047055247598e-14,7.910955794213336e-15,1.6717414635284775e-14,3.060239335870202e-14,6.707690380230774e-15,1.3962678317616268e-14,2.5199318002522527e-14,8.633810754114642e-15,1.6485096977911598e-14,2.873830189974563e-14,5.320186231799081e-17,5.574927125846763e-17,5.920524550334189e-17,1.6972351249302726e-14,1.908565442954932e-14,2.1838621991940486e-14,1.5817755444980097e-14,1.7761048713917228e-14,2.0287822167058603e-14
943,"Methane, bromochlorodifluoro-, Halon 1211","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,9.849523230876497e-09,2.2047059800814394e-08,3.9542940511654745e-08,8.851012347909078e-09,2.0498379715703507e-08,2.8156666222026554e-08,5.138261516226629e-09,1.2167628141016976e-08,2.5690667880124352e-08,5.525545016953242e-09,1.3585610459416177e-08,2.725074696291655e-08,1.3604655403415898e-08,3.05211063575696e-08,2.4114471944087886e-08,1.025374162345158e-08,2.321837949053116e-08,2.340185177747134e-08,1.497379182226747e-08,3.3329883570420025e-08,2.4631988850280592e-08,3.4254590170215406e-08,3.613115774568712e-08,3.864132872394723e-08,2.2714692108390415e-08,2.3839422155833702e-08,2.5347293502476094e-08,2.1871721581113626e-08,2.2998146833196894e-08,2.45078978983178e-08
944,"Methane, bromotrifluoro-, Halon 1301","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.987379220429476e-09,3.3088001151283104e-08,1.2188529982895243e-07,7.69168728749739e-09,5.2378430081563925e-08,1.9208400637342266e-07,5.64202961321118e-09,4.838765093405457e-08,1.8739196951037272e-07,5.5540414931019345e-09,4.755165420227187e-08,1.8587908989878714e-07,4.912251110717772e-09,4.4514158325052806e-08,1.7681656209094904e-07,5.676388161676222e-09,4.61806206845539e-08,1.7902183819655542e-07,5.305217252755174e-09,4.1616946832503524e-08,1.6481189430840405e-07,1.1137853697618036e-07,1.2363988577311238e-07,1.4134822638514488e-07,1.557687827315244e-07,1.7304694989584632e-07,1.9798583471303484e-07,1.709768761156302e-07,1.8950481998900086e-07,2.16224632763073e-07
945,"Methane, chlorodifluoro-, HCFC-22","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.0086597248709756e-08,1.15224249731706e-07,1.545622789663822e-07,5.784537393857258e-08,1.5365064065092332e-07,3.1071434959297564e-07,4.477508290511468e-08,1.2427230419510375e-07,2.4684449775929173e-07,4.749744818462978e-08,1.3146214311451497e-07,2.5321051829966427e-07,6.363175738974055e-08,1.6300064467920102e-07,2.353042518096383e-07,5.432719616682459e-08,1.433548586779776e-07,2.4396928917600704e-07,7.147769078471646e-08,1.792196620533654e-07,2.525783694522903e-07,1.316056901056746e-07,1.3860143526638421e-07,1.479679657357946e-07,1.8479725380909037e-07,2.1006367426265137e-07,2.4267806453896544e-07,1.8244172457283003e-07,2.0778355888375605e-07,2.405148967931892e-07
946,"Methane, chlorodifluoro-, HCFC-22","('air',)",emission,kilogram,biosphere3,0.0,0.0,0.0,1.2296777973314425e-21,1.9674407987659237e-20,5.62634449820411e-20,4.096085225142983e-23,7.029125440239334e-22,1.965952275949045e-21,4.173828572238081e-23,7.037568994561579e-22,1.966163828836958e-21,4.079851032365513e-23,8.193888060400979e-22,2.2784327329721625e-21,2.2990454856482854e-23,4.296561458559001e-22,1.1883269737974218e-21,4.574122677032735e-24,7.003062398604269e-23,1.9252813919089898e-22,0.0,0.0,0.0,1.931417944632041e-22,2.0165642169925946e-22,2.1306860535049953e-22,1.1997137880378017e-21,1.2516122044139154e-21,1.321216608209368e-21
947,"Methane, dichloro-, HCC-30","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,7.406636800001593e-11,1.759438882169876e-10,1.0931020744154612e-10,7.027585193603488e-09,1.593422714864218e-08,2.7326929006407454e-08,6.1426602679460615e-09,1.3929228779220621e-08,2.493297118095077e-07,6.1220931188368796e-09,1.4387205839310095e-08,2.507432977658543e-07,6.806302660440361e-09,1.592408414229165e-08,2.48083671952373e-07,6.476434238323287e-09,1.4920857094963116e-08,2.562035762403216e-07,7.016811166569285e-09,1.4673560156614901e-08,2.559571461183531e-07,9.34393288387099e-11,9.753090084600207e-11,1.0310748849911829e-10,3.2072479943033195e-08,3.34615704603925e-08,3.5340106069515516e-08,3.3030468767511955e-08,3.447729634604849e-08,3.6444566560358697e-08
948,"Methane, dichloro-, HCC-30","('air',)",emission,kilogram,biosphere3,0.0,0.0,0.0,2.434530915257095e-10,6.616353782653286e-10,1.7364647786883298e-09,8.747398175720638e-09,9.638925506626116e-09,1.1625854708410539e-08,8.653470036867879e-09,9.384219927093036e-09,1.1196895514597755e-08,8.636211376837457e-09,9.375281851043608e-09,1.1252769213908128e-08,8.665463737135732e-09,9.306301729749757e-09,1.1095447317133253e-08,8.204049547102739e-09,9.103592624173833e-09,1.1483684483845885e-08,0.0,0.0,0.0,2.612549547718495e-09,2.757693702757039e-09,2.958920723341921e-09,2.168464606798002e-09,2.293140538327335e-09,2.4668632131866855e-09
949,"Methane, dichlorodifluoro-, CFC-12","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.5691992294326665e-11,3.8102176728030045e-11,1.3797832300851752e-10,2.625252324047332e-12,9.238661905441033e-12,6.198211478231035e-11,7.115550864430515e-12,1.8349534280951998e-11,6.000594965159048e-11,8.472384678249074e-12,2.2541241232011993e-11,6.403495885892915e-11,5.73288563206589e-11,1.269363026792289e-10,5.3378155406226766e-11,4.128461190863896e-11,9.214334837399466e-11,5.115031544129693e-11,6.181528724888646e-11,1.3684939586106523e-10,5.5300479475930396e-11,1.2434110129422498e-10,1.316370453021571e-10,1.4149572946061205e-10,5.245075771530295e-11,5.4730114157070595e-11,5.77970768958162e-11,4.950745635083139e-11,5.171022850227939e-11,5.467488554061941e-11
950,"Methane, dichlorodifluoro-, CFC-12","('air',)",emission,kilogram,biosphere3,2.6662906444898124e-18,1.4384843684008968e-17,3.76459413732945e-17,1.66401602329118e-14,3.375110842467644e-14,5.4756476157561323e-14,6.613577862895798e-15,1.2655464213989518e-14,2.1978471355084774e-14,7.236894049402447e-15,1.4758795385530534e-14,2.7286366064109433e-14,5.259716392419135e-15,1.1114821278674662e-14,2.0346455495823395e-14,4.459707520291937e-15,9.283293945699163e-15,1.675414064027583e-14,5.740317242789652e-15,1.0960361435592316e-14,1.910708661826707e-14,3.537205029713051e-17,3.706573305922593e-17,3.9363488991281786e-17,1.128431967096444e-14,1.2689380660880229e-14,1.451973201064357e-14,1.051666951112538e-14,1.1808696887811186e-14,1.348865972632103e-14
951,"Methane, fossil","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.007025411488350935,0.016878617792532326,0.087169016193602,0.009844387262969396,0.022407672200111965,0.08656346129308136,0.011980721191559221,0.026938165802081488,0.09089725203211937,0.011972429573673782,0.026986032539683062,0.09095010134093393,0.014456074573975948,0.03216280086306938,0.08938852392042265,0.006997349427027724,0.01596909009603155,0.07053852011759375,0.004672023504753976,0.010338450367015571,0.0701199068743468,0.017109129130534858,0.018166722287880434,0.019642859055274714,0.014613144234764154,0.015565104230322192,0.0168773932039025,0.015276732006655509,0.01627642324435372,0.017657502358516444
952,"Methane, fossil","('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,4.576688641779906e-13,1.161799541975677e-11,3.350961923185475e-11,7.451781416882673e-13,1.7554618928818404e-12,2.736339283506411e-12,3.463043111454141e-15,7.514103130885527e-15,3.5627595570812064e-14,1.2595746827890711e-13,3.0053809528098384e-13,2.737572932892386e-10,3.6208162522317e-14,1.0168417500650566e-13,1.053301243512271e-11,3.546143494991907e-14,1.002979315028017e-13,1.0683264462217362e-11,0.0,0.0,0.0,3.42594942420184e-11,3.570179822390628e-11,3.763616700446076e-11,0.0,0.0,0.0,1.137072092296431e-11,1.1859886220153739e-11,1.2521122237504187e-11
